--------- beginning of system
08-27 07:00:13.637 W/Looper  (  506): Slow dispatch took 119ms android.fg h=android.os.Handler c=com.android.server.am.SameProcessApplicationThread$$ExternalSyntheticLambda1@dcd1df8 m=0
08-27 07:00:13.637 I/ActivityManager(  506): Posting BOOT_COMPLETED user #0
08-27 07:00:13.655 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.audio.AudioService$Lifecycle took to complete: 0ms
08-27 07:00:13.655 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.soundtrigger_middleware.SoundTriggerMiddlewareService$Lifecycle
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.soundtrigger_middleware.SoundTriggerMiddlewareService$Lifecycle took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.DockObserver
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.DockObserver took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.midi.MidiService$Lifecycle
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.midi.MidiService$Lifecycle took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.adb.AdbService$Lifecycle
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.adb.AdbService$Lifecycle took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.usb.UsbService$Lifecycle
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.usb.UsbService$Lifecycle took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.twilight.TwilightService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.twilight.TwilightService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.display.color.ColorDisplayService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.display.color.ColorDisplayService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.job.JobSchedulerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.job.JobSchedulerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.soundtrigger.SoundTriggerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.soundtrigger.SoundTriggerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.trust.TrustManagerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.trust.TrustManagerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.backup.BackupManagerService$Lifecycle
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.backup.BackupManagerService$Lifecycle took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.appwidget.AppWidgetService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.appwidget.AppWidgetService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.voiceinteraction.VoiceInteractionManagerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.voiceinteraction.VoiceInteractionManagerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.GestureLauncherService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.GestureLauncherService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.SensorNotificationService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.SensorNotificationService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.emergency.EmergencyAffordanceService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.emergency.EmergencyAffordanceService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.blob.BlobStoreManagerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.blob.BlobStoreManagerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.dreams.DreamManagerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.dreams.DreamManagerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.print.PrintManagerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.print.PrintManagerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.security.AttestationVerificationManagerService
08-27 07:00:13.656 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.security.AttestationVerificationManagerService took to complete: 0ms
08-27 07:00:13.656 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.companion.CompanionDeviceManagerService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.companion.CompanionDeviceManagerService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.companion.virtual.VirtualDeviceManagerService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.companion.virtual.VirtualDeviceManagerService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.restrictions.RestrictionsManagerService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.restrictions.RestrictionsManagerService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.MediaSessionService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.MediaSessionService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.MediaResourceMonitorService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.MediaResourceMonitorService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.sensors.face.FaceService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.sensors.face.FaceService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.sensors.fingerprint.FingerprintService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.sensors.fingerprint.FingerprintService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.BiometricService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.BiometricService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.AuthService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.biometrics.AuthService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.ShortcutService$Lifecycle
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.ShortcutService$Lifecycle took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.LauncherAppsService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.LauncherAppsService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.CrossProfileAppsService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.CrossProfileAppsService took to complete: 0ms
08-27 07:00:13.657 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.people.PeopleService
08-27 07:00:13.657 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.people.PeopleService took to complete: 0ms
08-27 07:00:13.658 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.metrics.MediaMetricsManagerService
08-27 07:00:13.658 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.metrics.MediaMetricsManagerService took to complete: 0ms
08-27 07:00:13.658 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.BackgroundInstallControlService
08-27 07:00:13.658 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.BackgroundInstallControlService took to complete: 0ms
08-27 07:00:13.658 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.projection.MediaProjectionManagerService
08-27 07:00:13.658 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.projection.MediaProjectionManagerService took to complete: 0ms
08-27 07:00:13.658 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.slice.SliceManagerService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.slice.SliceManagerService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.stats.StatsCompanion$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.stats.StatsCompanion$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.scheduling.RebootReadinessManagerService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.scheduling.RebootReadinessManagerService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.stats.pull.StatsPullAtomService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.stats.pull.StatsPullAtomService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.stats.bootstrap.StatsBootstrapAtomService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.stats.bootstrap.StatsBootstrapAtomService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.incident.IncidentCompanionService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.incident.IncidentCompanionService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.sdksandbox.SdkSandboxManagerService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.sdksandbox.SdkSandboxManagerService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.adservices.AdServicesManagerService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.adservices.AdServicesManagerService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.ondevicepersonalization.OnDevicePersonalizationSystemService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.ondevicepersonalization.OnDevicePersonalizationSystemService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.MmsServiceBroker
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.MmsServiceBroker took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.autofill.AutofillManagerService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.autofill.AutofillManagerService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.credentials.CredentialManagerService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.credentials.CredentialManagerService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.selectiontoolbar.SelectionToolbarManagerService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.selectiontoolbar.SelectionToolbarManagerService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.clipboard.ClipboardService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.clipboard.ClipboardService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.appbinding.AppBindingService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.appbinding.AppBindingService$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.tracing.TracingServiceProxy
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.tracing.TracingServiceProxy took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.policy.PermissionPolicyService
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.policy.PermissionPolicyService took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.StagingManager$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.pm.StagingManager$Lifecycle took to complete: 0ms
08-27 07:00:13.659 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.app.GameManagerService$Lifecycle
08-27 07:00:13.659 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.app.GameManagerService$Lifecycle took to complete: 0ms
08-27 07:00:13.660 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.safetycenter.SafetyCenterService
08-27 07:00:13.660 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.safetycenter.SafetyCenterService took to complete: 0ms
08-27 07:00:13.660 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.appsearch.AppSearchModule$Lifecycle
08-27 07:00:13.660 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.appsearch.AppSearchModule$Lifecycle took to complete: 0ms
08-27 07:00:13.660 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.MediaCommunicationService
08-27 07:00:13.660 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.media.MediaCommunicationService took to complete: 0ms
08-27 07:00:13.660 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.compat.overrides.AppCompatOverridesService$Lifecycle
08-27 07:00:13.660 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.compat.overrides.AppCompatOverridesService$Lifecycle took to complete: 0ms
08-27 07:00:13.660 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.healthconnect.HealthConnectManagerService
08-27 07:00:13.660 D/HealthConnectManagerService(  506): switchToSetupForUser: UserHandle{0}
08-27 07:00:13.660 D/HealthConnectBackupRestore(  506): Performing user switch operations.
08-27 07:00:13.660 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.healthconnect.HealthConnectManagerService took to complete: 0ms
08-27 07:00:13.664 D/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.devicelock.DeviceLockService
08-27 07:00:13.665 V/SystemServerTimingAsync(  506): ssm.onUnlockedUser-0_com.android.server.devicelock.DeviceLockService took to complete: 0ms
08-27 07:00:13.665 V/SystemServerTimingAsync(  506): ssm.UnlockedUser-0 took to complete: 20ms
--------- beginning of kernel
08-27 07:00:13.855 I/logd    (    0): logdr: UID=2000 GID=2000 PID=1963 b tail=0 logMask=99 pid=0 start=0ns deadline=0ns
08-27 07:00:13.666 D/CompatibilityChangeReporter(  506): Compat change id reported: 161252188; UID 1000; state: DISABLED
08-27 07:00:13.667 I/DropBoxManagerService(  506): add tag=system_server_strictmode isTagEnabled=true flags=0x2
08-27 07:00:13.674 I/ActivityManager(  506): Enqueued broadcast Intent { act=com.android.emulator.multidisplay.START flg=0x400000 cmp=com.android.emulator.multidisplay/.MultiDisplayServiceReceiver }: 0
08-27 07:00:13.675 I/NoBackGesture(  800): Config changed: newConfig={1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h818dp 420dpi nrml long port finger qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 128 - 1080, 2274) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.3 s.116 fontWeightAdjustment=0} lastReportedConfig={1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h842dp 420dpi nrml long port finger qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2274) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.2 s.56 fontWeightAdjustment=0}
